iter	Logloss
486	0.2520819208
487	0.2520254013
488	0.2519444927
489	0.2518724587
490	0.2517672039
491	0.2516976427
492	0.2516374262
493	0.2515745474
494	0.2515222024
495	0.2514502596
496	0.2513674167
497	0.251331351
498	0.2512849941
499	0.2512165453
500	0.251157962
501	0.2510984435
502	0.2510857577
503	0.2510445172
504	0.2510049196
505	0.2509587866
506	0.2508556112
507	0.2507960126
508	0.2507701839
509	0.2507293952
510	0.250677173
511	0.2506139644
512	0.2505319308
513	0.2504477703
514	0.250339165
515	0.2502685479
516	0.2501940122
517	0.2501247592
518	0.2500513416
519	0.2499888971
520	0.2499495403
521	0.2498683087
522	0.2498233998
523	0.2497626353
524	0.2496671218
525	0.249586585
526	0.2495214032
527	0.249473676
528	0.2494267797
529	0.2493759089
530	0.2492879556
531	0.2492118095
532	0.2490893048
533	0.249040976
534	0.2489874122
535	0.2489414835
536	0.2488652204
537	0.2487665146
538	0.2486832171
539	0.2486170842
540	0.2485570929
541	0.2484760787
542	0.2484083381
543	0.2483506855
544	0.2483181121
545	0.2482532496
546	0.2481717125
547	0.2481125345
548	0.2480666088
549	0.2479823119
550	0.2479256486
551	0.2478686334
552	0.2478025244
553	0.2477358999
554	0.2477115699
555	0.2476309434
556	0.2475718533
557	0.247482287
558	0.2474162084
559	0.2473597598
560	0.2473012497
561	0.2472239809
562	0.247187287
563	0.2471490433
564	0.2471077739
565	0.2470313167
566	0.2469660153
567	0.2469165078
568	0.2468477349
569	0.2467928941
570	0.2466809492
571	0.2466072572
572	0.2465568156
573	0.2464886654
574	0.2464440925
575	0.2463929116
576	0.2463213175
577	0.2462806349
578	0.2461973781
579	0.2461254642
580	0.24604264
581	0.2460038232
582	0.245943721
583	0.2458889002
584	0.2458203871
585	0.2457612555
586	0.2457214933
587	0.2456896669
588	0.2456421421
589	0.245576774
590	0.2455277468
591	0.2454556384
592	0.2454210565
593	0.2453978816
594	0.2453286664
595	0.2452544959
596	0.2452318504
597	0.2451968702
598	0.2451160749
599	0.2450662985
600	0.2450229708
601	0.2449661226
602	0.2449228472
603	0.2448663961
604	0.2448249282
605	0.2447949856
606	0.2447638359
607	0.2447283585
608	0.2446574592
609	0.244613943
610	0.2445452891
611	0.2444910545
612	0.2444411975
613	0.2444149495
614	0.2443587688
615	0.2442850952
616	0.2442113815
617	0.2441550718
618	0.2440519309
619	0.243978941
620	0.2439159732
621	0.2438666512
622	0.2438455965
623	0.2437912022
624	0.2436715101
625	0.243607984
626	0.2435552781
627	0.2435052532
628	0.2434925677
629	0.2434444973
630	0.2433731941
631	0.2433319342
632	0.2432909325
633	0.2432344511
634	0.2431620611
635	0.2431456734
636	0.243116354
637	0.243059968
638	0.2429999489
639	0.2429516399
640	0.2428863895
641	0.242843036
642	0.2428069874
643	0.2427238928
644	0.2426699855
645	0.2426199225
646	0.2425805516
647	0.2425287799
648	0.2424882514
649	0.242455316
650	0.242394616
651	0.2423524259
652	0.2422839545
653	0.2422374281
654	0.2421834073
655	0.2421142776
656	0.2420961694
657	0.2420410696
658	0.2419928485
659	0.2419302845
660	0.2418828427
661	0.2418324283
662	0.2417762116
663	0.2417420166
664	0.2416886982
665	0.2416000641
666	0.2415538314
667	0.2414880871
668	0.2414658317
669	0.2414159063
670	0.2413794101
671	0.2413374336
672	0.241272202
673	0.2412121047
674	0.2411689509
675	0.2411227379
676	0.2410659731
677	0.2410431221
678	0.2409703633
679	0.240943618
680	0.2408969449
681	0.240876436
682	0.2408588154
683	0.2408251675
684	0.2407566318
685	0.2406827711
686	0.2406552961
687	0.2405955157
688	0.240572937
689	0.2405077319
690	0.2404379648
691	0.2403831488
692	0.240333557
693	0.2403057462
694	0.2402520928
695	0.2402097838
696	0.2401383045
697	0.2400664834
698	0.240032112
699	0.2399801281
700	0.2399068107
701	0.2398564968
702	0.2398149854
703	0.2397681429
704	0.2396800738
705	0.2396447428
706	0.2395677257
707	0.2395107345
708	0.2394275659
709	0.2393773324
710	0.2393442277
711	0.2393049978
712	0.2392345715
713	0.2392144186
714	0.2391688333
715	0.239142758
716	0.2391016082
717	0.2390835568
718	0.2390453799
719	0.2390035152
720	0.2389425612
721	0.2388948057
722	0.2388306638
723	0.2387740549
724	0.2386905219
725	0.2386817338
726	0.2386148514
727	0.2385456234
728	0.2384988801
729	0.2384434828
730	0.2384361045
731	0.2383961734
732	0.2383618084
733	0.2383009084
734	0.2382327094
735	0.2381830947
736	0.2381573979
737	0.2381291237
738	0.2380845434
739	0.2380359316
740	0.2379884058
741	0.237926034
742	0.2378494507
743	0.2378104303
744	0.2377600327
745	0.2377125138
746	0.237676909
747	0.2375947905
748	0.2375652211
749	0.2375515166
750	0.237491517
751	0.2374443626
752	0.237399073
753	0.2373637174
754	0.2373202006
755	0.237250396
756	0.2372102007
757	0.2371194127
758	0.2370764305
759	0.2370283843
760	0.2369932537
761	0.2369766051
762	0.2369751919
763	0.2368970495
764	0.2368570374
765	0.2368069093
766	0.236775649
767	0.2367470147
768	0.2367331875
769	0.2366481845
770	0.2366116959
771	0.2365696514
772	0.2365453284
773	0.2365252724
774	0.2364879623
775	0.2364315599
776	0.2363877818
777	0.2363281146
778	0.2363120562
779	0.2362622504
780	0.2362133461
781	0.2361498524
782	0.2360936752
783	0.2360453958
784	0.2360126918
785	0.2359439329
786	0.2358920289
787	0.2358441473
788	0.2357984257
789	0.2357534065
790	0.2357035654
791	0.2356462712
792	0.2355974951
793	0.2355388375
794	0.2354687189
795	0.2354299158
796	0.2353701076
797	0.2353515156
798	0.2353140846
799	0.235279702
800	0.2352290336
801	0.2351813571
802	0.2351232898
803	0.2351151697
804	0.2350529211
805	0.2349932853
806	0.2349529962
807	0.2348987199
808	0.2348974566
809	0.2348652715
810	0.2348077009
811	0.2347671477
812	0.2347510647
813	0.2346896973
814	0.2346507013
815	0.2346008079
816	0.2345558688
817	0.2345035075
818	0.2344436871
819	0.2343949351
820	0.2343706803
821	0.2343443312
822	0.2343075829
823	0.2342254339
824	0.2341708218
825	0.2341370463
826	0.234106505
827	0.233983079
828	0.2339309879
829	0.2338819624
830	0.2338246196
831	0.2337990582
832	0.2337528639
833	0.2337151452
834	0.2336722678
835	0.2336220568
836	0.2335688138
837	0.2335532973
838	0.2335105147
839	0.2334644571
840	0.2333942627
841	0.2333575319
842	0.2333150118
843	0.2332859652
844	0.2332619235
845	0.2332141706
846	0.2331510721
847	0.2331224246
848	0.2330969835
849	0.2330257593
850	0.2329557851
851	0.2329280822
852	0.2328831557
853	0.2328474708
854	0.232815142
855	0.2327762842
856	0.2327284837
857	0.2327072968
858	0.2326660146
859	0.2326114981
860	0.2325769173
861	0.2325457141
862	0.2325019758
863	0.2324384141
864	0.2324055334
865	0.232354642
866	0.2322991764
867	0.2322461495
868	0.2322287756
869	0.2321930123
870	0.2321806479
871	0.2321358176
872	0.2320840341
873	0.2320686481
874	0.2320174792
875	0.2320164103
876	0.2319460297
877	0.2319218635
878	0.2318634213
879	0.2317855384
880	0.2317368308
881	0.2316777085
882	0.2316471575
883	0.2316066955
884	0.2315675836
885	0.2315084926
886	0.2314685374
887	0.2314563588
888	0.231391978
889	0.2313468676
890	0.2312365252
891	0.2311899963
892	0.2311637299
893	0.2311265788
894	0.2310990429
895	0.2310568996
896	0.2310113979
897	0.2309766843
898	0.230926464
899	0.2308885511
900	0.2308459216
901	0.2308259433
902	0.2307877545
903	0.2307490875
904	0.2307134241
905	0.2306580844
906	0.2306048594
907	0.2305322011
908	0.2304908431
909	0.2304474754
910	0.2304153708
911	0.2303883339
912	0.2303350635
913	0.2302902188
914	0.2302276952
915	0.2301758991
916	0.2301064173
917	0.2300336685
918	0.2299957184
919	0.2299486053
920	0.2299168674
921	0.2298447763
922	0.2297984354
923	0.2297664213
924	0.2297157589
925	0.2296795193
926	0.2296563301
927	0.2296322131
928	0.2295997565
929	0.2295503893
930	0.2295047798
931	0.2294749205
932	0.2294392031
933	0.2294202172
934	0.2293867439
935	0.2293720704
936	0.2293479947
937	0.2292905243
938	0.2292626977
939	0.2292118938
940	0.2291763439
941	0.2291139864
942	0.2290641558
943	0.2290116899
944	0.2289824555
945	0.228951274
946	0.2289347255
947	0.2289138525
948	0.2288566852
949	0.2288130753
950	0.2287972797
951	0.2287493925
952	0.2287217429
953	0.2286833113
954	0.2286400047
955	0.228608898
956	0.2285494566
957	0.2285098868
958	0.2284691824
959	0.2284346677
960	0.2284154921
961	0.2283549002
962	0.2283427542
963	0.2282823609
964	0.2282376309
965	0.2281460236
966	0.2281065027
967	0.2280786028
968	0.2279707405
969	0.2279224448
970	0.2278981318
971	0.227852083
972	0.2278039049
973	0.2277407991
974	0.2276804631
975	0.2276482277
976	0.2276288108
977	0.227580058
978	0.2275538663
979	0.2275246763
980	0.2274846357
981	0.2274451732
982	0.2273886253
983	0.2273252187
984	0.2272782251
985	0.2272480903
986	0.2272108849
987	0.2272002436
988	0.2271634595
989	0.2271321594
990	0.2270692552
991	0.2270098108
992	0.2269948531
993	0.2269591166
994	0.2268986381
995	0.2268455009
996	0.226795763
997	0.2267608883
998	0.2267245168
999	0.2266905842
